客户ID,年龄,性别,城市,职业,资产总额(AUM),存款,理财,基金,保险,信托,月均交易次数,月均交易金额,客户等级,持有产品数,持有产品,近12月资产,是否高价值客户
C11091,24,男,北京,自由职业,951904.85,163534.36,267442.08,6149.58,82857.92,0.0,19,89131.31,银卡客户,4,存款|理财产品|基金|保险,"756024.57,800277.33,804121.13,735212.05,837657.81,891908.6,824191.53,906269.22,881371.91,1052167.74,886943.93,1055293.77",0
C11092,19,女,北京,专业人士,13640033.56,2468812.38,3013333.79,2408862.37,1859529.44,1724251.9,21,1085469.37,钻石客户,7,存款|理财产品|基金|保险|信托|贵金属|国债,"8755672.21,9065275.37,10326678.08,10333949.23,10822037.64,11078727.52,11617639.92,10955312.09,11993226.99,12864947.34,13334797.53,13753829.86",1
C11093,31,女,杭州,专业人士,1472119.86,469740.31,119878.35,829.19,220159.37,62029.9,5,149793.56,金卡客户,5,存款|理财产品|基金|保险|信托,"1437459.99,1355609.6,1591235.75,1654270.92,1729633.96,1855236.77,1707838.0,1904755.07,1933121.99,1993124.81,2158013.67,2300401.48",0
C11094,49,女,深圳,白领,1087505.13,427146.95,78529.01,223060.75,48160.78,92728.87,4,11649.86,金卡客户,5,存款|理财产品|基金|保险|信托,"880514.09,945323.65,984831.49,997137.74,968475.77,1053639.18,1036737.0,1000697.78,1102421.66,1075308.57,1175492.19,1158609.41",0
C11095,46,女,苏州,白领,822534.37,175012.74,96964.57,199820.94,122130.07,0.0,5,55506.14,银卡客户,5,存款|理财产品|基金|保险|贵金属,"661752.96,688199.49,626312.51,682845.69,638107.46,703488.73,684477.43,663908.2,647931.65,755400.2,762677.84,673925.17",0
C11096,28,男,北京,白领,1744112.43,409882.89,224914.7,348098.24,85233.38,198168.38,8,187190.25,金卡客户,5,存款|理财产品|基金|保险|信托,"1622448.26,1525081.23,1692044.46,1634267.68,1708903.14,1692697.63,1621431.39,1677577.65,1666018.68,1664520.3,1756510.22,1852479.29",0
C11097,61,女,深圳,公务员,10425658.64,3261287.16,2089929.71,1943660.22,1054909.33,1001791.61,23,301206.05,钻石客户,6,存款|理财产品|基金|保险|信托|外汇,"9275104.61,10082454.83,8958808.81,10858875.8,10292593.76,9450934.67,11403474.76,12865637.4,10580100.28,12154238.14,11446915.28,13205675.92",1
C11098,58,男,北京,专业人士,974822.41,266614.2,238047.42,234429.36,109114.86,0.0,1,27439.49,银卡客户,4,存款|理财产品|基金|保险,"664641.71,668568.14,690546.81,671430.73,687322.18,671601.5,689901.66,663285.49,665630.38,683126.74,708161.99,701402.93",0
C11099,33,女,上海,退休,944292.77,220845.38,41539.42,5582.38,139004.8,0.0,24,49067.64,银卡客户,4,存款|理财产品|基金|保险,"709821.33,777341.38,827112.01,824605.74,828373.77,928178.62,981640.56,896182.15,1038488.61,1028838.08,1124137.75,1115533.93",0
C11100,46,女,杭州,专业人士,2860588.49,1021303.08,666507.49,599226.75,60411.05,180110.02,24,386191.27,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"2148540.36,2172598.34,2350824.48,2578162.56,2366936.16,2290622.66,2472820.26,2190919.71,2449794.01,2754780.24,2534485.75,2562886.14",0
C11101,45,男,重庆,白领,1520600.99,546927.74,236508.63,152547.26,206534.82,28387.96,3,115926.35,金卡客户,5,存款|理财产品|基金|保险|信托,"1183482.99,1346213.54,1318363.81,1449283.08,1336287.68,1424325.01,1394789.9,1560988.84,1620204.11,1653744.09,1647081.55,1701688.4",0
C11102,40,男,上海,公务员,6597091.63,863922.3,1317955.3,822783.35,779836.05,412619.21,1,929044.34,白金客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"4184801.14,4149805.89,4010641.05,4047304.99,3780081.04,3605113.21,3605895.32,3959016.56,3797467.77,3782623.04,3732177.31,3327314.11",1
C11103,49,女,杭州,退休,23372859.47,8887398.01,6516471.33,1287252.01,3264366.29,3443389.18,46,295575.56,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"21141003.56,21907031.48,21292964.84,19389727.96,22325435.09,20218554.15,20894923.38,21017312.58,22734557.33,20206912.94,19444557.22,22115768.61",1
C11104,61,男,杭州,企业主,5796905.88,686266.2,836495.7,304634.96,20463.41,560236.81,1,227429.21,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"4792781.6,5118529.18,4866657.57,5377430.15,4990791.31,4729402.51,4709444.4,4906368.85,4878787.28,4783876.35,5010619.66,4535852.16",1
C11105,60,女,深圳,白领,4422185.48,848199.24,41709.29,456599.78,364844.66,134223.6,2,158083.56,金卡客户,5,存款|理财产品|基金|保险|信托,"3449184.01,3452990.63,3328908.72,3504354.09,3326545.84,3396438.23,3129462.12,3162722.1,3249465.51,3145066.02,3046212.1,2954072.71",0
C11106,55,男,南京,公务员,5589456.54,541332.51,443876.46,62930.99,302029.52,285516.64,26,628967.78,白金客户,5,存款|理财产品|基金|保险|信托,"5103804.05,5522694.12,5559522.67,5874382.59,6176490.83,6358978.48,6525084.69,6897914.77,7256138.7,7745259.75,7801086.44,8264166.6",1
C11107,30,男,北京,公务员,1543458.82,359590.58,287827.26,38735.68,41907.67,189315.53,5,157658.58,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"989831.56,967763.81,998062.33,930277.72,1018209.91,1047630.44,965246.7,1042709.3,1082843.43,1102835.12,1042697.1,1092992.92",0
C11108,66,男,重庆,企业主,6678147.21,2537987.99,664909.7,611612.17,83693.56,856796.64,4,770055.04,白金客户,5,存款|理财产品|基金|保险|信托,"5228341.26,5660994.28,5965236.14,5745712.45,6088524.5,6375946.41,6579822.98,7186113.29,7196390.94,7189604.04,7694840.24,7831110.08",1
C11109,41,男,北京,专业人士,1030242.94,91439.55,293335.06,160323.86,9276.2,12825.28,15,98591.26,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"977598.77,1005100.04,1071624.63,1055459.6,1066626.37,1050759.69,1131725.07,1127812.21,1258259.06,1188330.18,1128067.86,1283994.49",0
C11110,29,男,武汉,企业主,5232299.7,1888737.98,651272.3,7815.54,619827.24,921822.17,6,636901.02,白金客户,5,存款|理财产品|基金|保险|信托,"3503322.61,3622222.79,3708902.6,3796526.2,3903942.83,4018256.6,4220047.09,4323832.14,4512979.24,4571561.16,4785906.09,4923334.45",1
C11111,35,女,北京,企业主,29021723.82,2514691.07,7727402.03,6656496.83,1414621.1,3575579.64,6,2290562.8,钻石客户,6,存款|理财产品|基金|保险|信托|外汇,"20628153.67,20910332.62,20441310.42,20950031.99,19232501.17,22884099.5,17167060.31,19239141.08,18690550.26,22682012.87,20401832.73,19449488.76",1
C11112,35,男,北京,白领,342801.39,108218.31,10721.41,57229.87,31330.92,0.0,5,16385.27,银卡客户,4,存款|理财产品|基金|保险,"282394.81,280258.65,273593.7,286873.43,309777.89,324286.47,301216.74,331189.88,336440.25,346317.5,378815.16,360403.31",0
C11113,57,男,广州,高管,152985.21,21136.4,9850.98,31145.69,16113.75,0.0,14,18068.92,普通客户,5,存款|理财产品|基金|保险|贵金属,"154529.2,126856.31,157722.01,147880.87,170088.97,184599.28,202228.62,183734.86,195985.65,208758.46,209008.22,237510.64",0
C11114,43,男,苏州,公务员,2728573.65,211500.65,451799.45,60164.13,38918.14,464663.58,20,221694.99,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"1954540.57,2027660.29,2091415.61,2214056.44,2146554.5,2242750.44,2215367.7,2284112.0,2306172.56,2352083.12,2369986.75,2492322.71",0
C11115,54,女,杭州,自由职业,39554247.1,8139650.98,1728186.98,5473350.92,5799334.32,6227309.88,19,4534886.04,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"26351194.55,28012423.07,25812101.71,24680947.77,24551585.73,21921268.16,22922982.7,21829336.65,22877664.47,23877310.87,23258580.17,23916501.48",1
C11116,60,女,北京,企业主,2211382.56,456174.45,269019.86,80619.92,52183.74,352827.17,9,113483.49,金卡客户,5,存款|理财产品|基金|保险|信托,"1447475.48,1462596.87,1276623.8,1286984.22,1432549.31,1373328.47,1449042.06,1628835.28,1494498.4,1494179.67,1409118.54,1347904.24",0
C11117,43,男,重庆,自由职业,3266426.86,824379.15,573750.58,636505.84,109185.88,346923.91,5,178704.14,金卡客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"2880750.11,2754155.04,2899976.45,2449073.15,2506980.12,2526733.5,2628603.88,2566079.43,2555504.18,2375909.59,2171955.83,2298933.96",0
C11118,66,女,苏州,高管,1744105.24,361368.4,480774.53,4630.26,258782.59,167341.43,1,225606.52,金卡客户,5,存款|理财产品|基金|保险|信托,"1414679.99,1348381.85,1222065.49,1104373.99,1329353.25,1357188.78,1286806.37,1247750.59,1203538.35,1229966.59,1098949.93,948134.39",0
C11119,56,女,北京,企业主,6524650.78,529002.95,457515.88,300373.82,729782.36,1017775.56,50,775010.82,白金客户,5,存款|理财产品|基金|保险|信托,"5142542.17,4756224.18,5473509.96,5620113.51,6223006.2,5885194.57,6474229.16,6990338.91,7259240.89,7329220.99,8006225.21,7841506.32",1
C11120,55,男,北京,自由职业,7514354.84,589963.16,177066.57,1569835.02,722804.76,528493.68,1,950822.55,白金客户,5,存款|理财产品|基金|保险|信托,"6234741.9,6276631.05,6904699.83,6857332.07,6841638.45,6537273.1,7696269.12,8151712.5,8752246.94,8748038.23,9352637.27,9332955.38",1
C11121,39,女,北京,企业主,4485265.14,255463.46,693762.2,441528.91,520500.57,744515.1,3,474969.13,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"3047632.98,3574722.3,3320309.67,2957013.34,2994641.41,3493759.02,3090858.12,3875564.15,3207527.38,3453913.78,3510033.9,3309585.79",0
C11122,18,女,北京,自由职业,1994553.09,304765.9,42949.98,84521.32,28564.17,71247.23,35,95995.38,金卡客户,5,存款|理财产品|基金|保险|信托,"1808295.0,1750528.74,1787611.55,1849459.17,1829005.16,1755102.09,1725604.58,1791887.66,1693535.67,1667093.64,1712713.18,1587907.58",0
C11123,43,男,北京,自由职业,1694604.38,90031.79,146593.06,5904.71,95198.12,21331.17,7,26258.27,金卡客户,5,存款|理财产品|基金|保险|信托,"1610208.6,1590621.63,1552683.05,1631019.33,1555288.77,1312133.94,1409160.76,1393898.09,1589879.22,1312016.87,1221241.17,1342536.78",0
C11124,52,女,深圳,专业人士,2312140.02,216019.17,24408.63,171943.9,326110.01,443289.7,4,69613.22,金卡客户,5,存款|理财产品|基金|保险|信托,"2170669.07,2285270.2,2161398.94,2126737.55,2183047.37,2374033.4,2462605.93,2567402.45,2429878.42,2867575.32,2606909.44,3044055.39",0
C11125,40,男,杭州,专业人士,7467186.31,1410927.55,618354.94,1146407.95,1056403.36,198094.03,27,910073.24,白金客户,5,存款|理财产品|基金|保险|信托,"6529949.59,6221224.48,6601554.12,6745291.45,8085731.15,7768275.48,7701236.23,7978392.34,8718688.33,9071150.94,9376188.48,9370794.46",1
C11126,49,男,上海,白领,2834912.94,1062932.95,701263.19,515273.46,164698.18,406961.58,13,296967.09,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"2901283.94,2984900.71,2730988.85,2823339.75,2858198.52,3147237.97,3325526.96,3216682.03,3240406.11,3425544.73,3372011.26,3604542.85",0
C11127,41,女,北京,专业人士,356192.5,81786.01,97172.41,31170.05,17945.31,0.0,22,44440.7,银卡客户,5,存款|理财产品|基金|保险|外汇,"338998.39,366173.94,372243.34,403525.28,410157.74,432607.6,459702.59,481559.86,502722.11,522340.07,533785.97,567899.98",0
C11128,42,男,杭州,企业主,3048755.8,342866.44,336827.8,514503.51,160500.42,208132.39,50,295197.51,金卡客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"2306305.41,2207603.24,2176443.38,2193531.2,2291821.67,1981386.89,2198710.18,2135024.14,1984087.41,1929480.06,1838281.12,1837895.19",0
C11129,35,男,上海,企业主,2018072.98,632736.1,481667.01,207565.77,298069.17,274051.85,2,230304.6,金卡客户,5,存款|理财产品|基金|保险|信托,"1380128.23,1273521.87,1489634.01,1462456.49,1628231.61,1628384.62,1508658.01,1726838.53,1898554.68,1784545.93,1847587.88,1870221.74",0
C11130,46,男,武汉,公务员,15392907.65,788490.68,4361338.55,983925.2,1917745.85,2513401.32,6,240558.16,钻石客户,7,存款|理财产品|基金|保险|信托|贵金属|国债,"9367057.57,10647658.83,10631918.67,10822932.38,10813093.09,10925884.59,10232037.9,11258266.78,11209218.35,11693538.81,11578731.66,12153900.7",1
C11131,59,男,深圳,退休,5002102.25,1640768.22,1202599.2,541669.64,53339.13,683364.52,5,312220.73,白金客户,6,存款|理财产品|基金|保险|信托|国债,"3879520.86,4341662.49,4606901.2,4417829.29,4857917.68,4847940.09,4827068.13,4592571.33,5242637.74,5397854.88,5842287.36,5796563.24",1
C11132,37,女,苏州,企业主,618197.5,229651.51,7332.24,101402.26,59303.0,0.0,3,80173.11,银卡客户,4,存款|理财产品|基金|保险,"391426.0,478746.26,496207.06,471447.14,494015.36,516069.29,556960.69,591706.83,546141.89,528660.31,578075.36,659206.08",0
C11133,30,女,成都,企业主,16330117.56,1086201.77,206881.89,2626717.9,1342448.72,507340.99,2,1416814.41,钻石客户,6,存款|理财产品|基金|保险|信托|国债,"15528157.51,17111402.75,14916805.07,15240013.2,14570763.59,14059836.04,15001492.78,14685483.73,13179331.98,15474175.67,14692032.74,14415485.68",1
C11134,38,女,重庆,白领,3618189.97,1013207.93,478553.02,580443.95,400302.95,88877.4,3,462294.89,金卡客户,5,存款|理财产品|基金|保险|信托,"3177806.3,3441880.49,3500611.24,3618985.8,3757824.55,4044920.13,4134550.85,4189730.36,4394715.7,4652160.12,4914083.07,5138239.16",0
C11135,52,女,北京,公务员,754339.47,120738.09,74055.41,121544.61,56140.59,0.0,4,88698.53,银卡客户,4,存款|理财产品|基金|保险,"732664.16,796042.1,750408.65,799354.42,655639.9,806509.01,940481.98,729387.36,948444.83,898973.6,789455.57,900937.38",0
C11136,51,女,上海,退休,7500325.18,2249803.62,862699.01,1523023.75,2822.49,892418.32,14,736582.85,白金客户,6,存款|理财产品|基金|保险|信托|贵金属,"6437922.83,6149171.16,5993546.88,5402572.74,5886513.26,6451739.03,5942188.57,5741341.35,5562197.47,5589697.87,6189060.81,5964014.87",1
C11137,39,男,北京,退休,1347072.55,194285.56,254754.31,286369.32,127965.37,146158.7,2,139653.33,金卡客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"921071.83,865449.96,870701.54,872687.77,859735.56,853898.73,837237.5,880141.84,788024.8,785655.76,811601.47,895374.58",0
C11138,51,男,北京,白领,1173288.38,299023.04,172251.4,197506.43,88941.3,152156.76,9,120079.11,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"895057.89,935803.03,893346.15,856635.52,957013.95,956833.58,1002909.94,1012783.78,1023670.18,1174145.56,1117812.27,1222207.25",0
C11139,41,女,上海,专业人士,4312574.66,1343366.91,636293.04,259943.66,180505.23,635016.23,8,514406.23,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"3943435.58,4020522.2,3936532.68,3908826.49,3818441.14,3910914.97,3819166.96,3821830.61,3721487.06,3756764.75,3546483.0,3615255.48",0
C11140,62,女,成都,企业主,222362.48,77347.84,24303.69,17509.15,26707.88,0.0,5,25864.27,普通客户,4,存款|理财产品|基金|保险,"199377.2,204583.52,199324.84,195154.75,195814.52,194448.99,181198.73,182384.62,190833.77,178563.89,176272.68,178810.96",0
C11141,37,男,北京,自由职业,791324.36,278595.85,219044.96,95438.93,50502.9,0.0,5,67630.93,银卡客户,5,存款|理财产品|基金|保险|国债,"657260.59,674272.68,675975.16,643714.76,679124.03,668355.54,642262.83,765659.44,734092.1,685282.09,796895.74,779298.63",0
C11142,18,女,北京,白领,305095.87,97307.15,43387.0,72894.87,26513.1,0.0,11,31512.85,银卡客户,5,存款|理财产品|基金|保险|外汇,"303024.39,322578.32,310136.97,313700.25,326801.65,324379.82,316893.71,329323.1,321796.67,339504.7,333486.26,355851.02",0
C11143,37,女,苏州,专业人士,1969531.32,155969.48,105468.23,294100.33,174933.04,17066.96,3,141819.38,金卡客户,5,存款|理财产品|基金|保险|信托,"1335113.55,1279286.53,1355518.72,1271975.16,1240791.46,1276052.52,1301046.53,1292123.5,1290528.57,1275028.99,1266018.47,1242885.54",0
C11144,46,男,杭州,白领,8618084.06,2026182.28,431479.65,958850.35,1194912.91,1134491.46,17,195605.34,白金客户,6,存款|理财产品|基金|保险|信托|国债,"5956824.45,5932062.94,6160761.12,6495192.92,6648905.85,7002479.86,7128195.74,7651189.51,7796884.04,8062710.18,8178589.11,8841331.43",1
C11145,38,男,上海,白领,1734028.91,449150.16,285041.33,263526.41,160823.94,173471.33,6,137210.84,金卡客户,5,存款|理财产品|基金|保险|信托,"1195673.2,1290550.99,1304440.81,1400082.35,1456014.23,1493343.62,1565809.05,1623377.9,1668732.26,1767267.46,1848312.75,1901692.98",0
C11146,54,男,苏州,自由职业,889633.26,195484.7,156036.44,165881.58,42525.47,0.0,10,29890.08,银卡客户,5,存款|理财产品|基金|保险|贵金属,"933359.34,984439.4,824973.17,882528.32,748196.38,854863.48,866373.5,851368.7,834572.9,849169.26,919013.39,769162.65",0
C11147,18,男,北京,退休,454847.63,125764.34,31798.9,30162.09,21432.43,0.0,28,55301.11,银卡客户,4,存款|理财产品|基金|保险,"356732.83,327486.8,309444.79,327467.2,305650.18,300070.48,330482.98,341376.89,322567.7,292623.18,298909.04,339811.42",0
C11148,56,女,北京,白领,662845.04,146476.34,149810.06,31604.04,25673.62,0.0,2,42482.5,银卡客户,4,存款|理财产品|基金|保险,"490889.11,451200.32,457808.33,483584.49,498907.32,536596.4,526641.68,550865.86,529056.92,555673.03,588025.11,615392.75",0
C11149,33,男,南京,自由职业,1826161.33,563500.62,157144.65,420366.14,243372.22,37894.44,2,25266.71,金卡客户,5,存款|理财产品|基金|保险|信托,"1086991.78,1190728.27,1149318.14,1248828.14,1242395.69,1251682.26,1356007.21,1328601.97,1349509.09,1425233.58,1375085.25,1372143.54",0
C11150,62,男,苏州,白领,581457.96,72196.03,28748.79,54131.46,30258.48,0.0,2,85445.93,银卡客户,6,存款|理财产品|基金|保险|贵金属|国债,"437605.14,485544.94,444194.67,475430.35,465432.58,441948.58,450865.91,451128.39,479442.84,463651.04,437712.33,457338.27",0
C11151,57,女,上海,专业人士,11600082.63,1938914.03,265065.72,2375463.12,246797.84,860264.69,14,1264589.67,钻石客户,5,存款|理财产品|基金|保险|信托,"8435145.32,10402275.73,9744794.66,9250992.01,10055568.45,10564684.69,11208916.1,11430183.24,12854859.76,13060583.37,13722272.89,14216761.48",1
C11152,41,男,广州,白领,355064.71,67686.37,65651.14,33933.48,16570.6,0.0,22,33428.33,银卡客户,4,存款|理财产品|基金|保险,"239236.94,230917.92,258007.7,243953.71,281111.81,285455.52,299162.68,284165.11,296133.65,329884.02,339083.43,357534.61",0
C11153,66,女,广州,自由职业,978602.05,168247.6,38248.44,88902.03,89287.04,0.0,7,12891.15,银卡客户,4,存款|理财产品|基金|保险,"692010.29,711486.37,727432.02,701524.3,734605.73,761810.16,765615.82,766650.09,782966.19,788252.73,784193.18,791041.19",0
C11154,80,女,武汉,退休,3372763.94,1068388.2,454043.47,313055.85,416435.45,583697.63,8,356534.67,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"2802374.8,2843316.96,2803918.08,2934531.38,2805935.68,2654007.3,2783809.04,2755778.7,2686096.87,2726351.07,2680284.62,2716033.0",0
C11155,53,男,武汉,高管,1222782.07,118249.43,167603.69,11293.82,7519.99,160854.08,50,175148.58,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"821285.03,729570.38,789811.66,828176.27,794176.47,714420.17,621909.61,728821.18,742826.08,651425.74,692066.22,679646.8",0
C11156,65,男,重庆,白领,14671770.91,4748545.04,508472.84,183025.34,62784.56,431954.5,6,1691879.9,钻石客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"16306861.36,15471748.98,15841744.27,15351646.53,17149956.3,18242002.26,18184149.59,19749765.0,20258348.86,20944301.34,21174105.3,23272619.23",1
C11157,18,女,南京,企业主,1995775.52,414382.75,508506.28,7068.17,35510.32,273486.36,16,289277.59,金卡客户,5,存款|理财产品|基金|保险|信托,"2002812.11,2002580.52,2112346.1,2158704.34,2137307.3,2041199.77,2095283.75,2172901.25,2242685.56,2358887.53,2361315.55,2365611.34",0
C11158,54,女,苏州,白领,1005035.96,298348.27,94846.75,124516.17,142387.83,4663.9,3,36083.17,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"997445.7,1044508.69,998191.57,974684.2,1050490.53,1157291.89,1014001.51,1120457.75,1096665.59,1020713.65,1037615.97,1114452.84",0
C11159,50,男,成都,公务员,114155533.59,34659843.99,15659796.46,5425198.01,12790599.6,16844468.37,9,5056788.14,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"98876070.29,97562455.62,96272233.4,96322598.24,98733122.14,95980004.92,94224151.65,92121293.36,92901341.96,98086343.16,92865308.25,99486861.22",1
C11160,54,男,上海,专业人士,956666.65,201260.08,195122.47,109874.36,85285.51,0.0,1,134656.55,银卡客户,5,存款|理财产品|基金|保险|国债,"805056.82,776395.35,720822.78,764867.43,704487.28,729753.12,739274.18,719438.35,741138.78,729620.32,695519.53,684872.09",0
C11161,35,男,上海,退休,11879349.09,1974334.58,3451988.81,148113.33,112145.73,1666375.45,5,1594867.29,钻石客户,6,存款|理财产品|基金|保险|信托|国债,"7478040.21,6732569.91,7707889.18,7864297.61,7827653.02,7287172.2,8106877.97,8331563.91,7965384.86,8408433.2,8290650.28,8807855.64",1
C11162,40,男,深圳,自由职业,1136678.52,187273.36,208727.93,253399.99,107428.73,82340.8,31,11470.04,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"813253.02,825337.64,870631.64,996956.02,869897.78,1051854.21,1152105.19,1172849.52,1306680.31,1200000.74,1337340.24,1341458.38",0
C11163,37,女,武汉,企业主,4081241.44,699356.8,728678.22,541376.08,401978.15,468233.86,21,123058.57,金卡客户,5,存款|理财产品|基金|保险|信托,"3169364.43,3152984.55,3179365.97,3109936.03,3115540.27,3051796.03,3022081.14,3036254.08,2968781.02,2993645.28,2927727.29,2950461.81",0
C11164,63,男,上海,专业人士,145032.59,30719.65,37352.59,6790.18,7559.19,0.0,1,14155.86,普通客户,4,存款|理财产品|基金|保险,"91007.78,92343.29,90503.36,100367.06,94997.32,106968.54,108065.48,114778.48,115990.22,114453.22,116674.95,115245.78",0
C11165,31,男,深圳,企业主,5045874.98,1954441.7,1125846.07,491026.91,654824.34,883488.11,1,693442.66,白金客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"4810677.92,4793612.19,4677602.38,4719418.43,4678024.98,4438233.64,4720602.72,4264672.23,4282653.36,3968156.82,4127514.09,4045927.41",1
C11166,44,女,成都,企业主,11738106.79,4439872.79,956078.82,1116038.98,1200972.37,554752.03,5,1525077.9,钻石客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"9531879.52,8160296.2,9868261.55,9264659.06,8446106.57,9162515.56,8807779.34,8396874.33,9025596.96,8510584.49,9092951.94,9228355.76",1
C11167,36,女,北京,自由职业,3673928.85,321734.13,388640.86,672261.34,190662.15,230263.29,3,96431.99,金卡客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"2453367.11,2352520.08,2264133.12,2707650.76,2567501.94,2533928.27,2636833.89,2729014.06,2747109.76,2664962.29,3171925.23,3022163.7",0
C11168,47,女,北京,白领,29601621.71,3672711.15,5829232.51,843448.27,508233.95,211104.82,9,1796068.66,钻石客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"24050426.54,23277308.32,22123670.36,21971733.06,20690470.48,20704768.74,20657037.32,21530577.92,20063987.19,20433217.97,19267108.58,18278977.5",1
C11169,53,男,北京,白领,2632137.03,735820.61,589145.36,147570.17,132660.2,217057.19,10,245426.68,金卡客户,5,存款|理财产品|基金|保险|信托,"2384315.88,2212475.46,2223533.3,2356293.53,2194434.08,2310302.05,2163100.7,2000593.45,2246834.04,1947146.41,1995769.85,2010906.12",0
C11170,60,女,北京,退休,843297.15,73245.59,172132.94,1663.87,1864.74,0.0,8,124752.82,银卡客户,5,存款|理财产品|基金|保险|贵金属,"656401.26,655699.4,755924.29,728900.81,669349.87,796195.42,844666.64,887571.32,926389.97,949757.83,989437.89,1053404.94",0
C11171,20,男,广州,自由职业,8937332.12,3337943.77,437397.81,956014.09,580761.79,633607.25,9,100516.58,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"7835862.13,8311742.6,8582757.38,8548948.41,8665977.25,8633914.0,9438713.99,9681474.65,9771859.52,9715720.32,9954560.54,10284899.4",1
C11172,47,女,南京,高管,92765.52,35458.59,7265.48,14809.94,11527.57,0.0,19,2328.97,普通客户,5,存款|理财产品|基金|保险|外汇,"73605.41,75746.31,80274.28,85335.24,85856.48,87835.49,94664.67,96995.18,99683.48,103167.81,108391.51,111145.86",0
C11173,54,女,重庆,企业主,5039458.52,1648741.08,1005215.21,1125134.6,302801.22,376234.04,9,72751.84,白金客户,5,存款|理财产品|基金|保险|信托,"3993766.05,3858175.02,3806736.34,3871733.01,3873116.36,4163687.93,4233011.88,3994657.17,4134317.18,4010772.11,3901985.61,4128032.88",1
C11174,25,女,苏州,专业人士,697670.22,62308.06,46577.3,116976.16,18097.57,0.0,6,75352.83,银卡客户,5,存款|理财产品|基金|保险|国债,"516379.06,545717.16,557578.23,643631.05,681623.37,724546.99,695897.1,784844.63,804341.7,835195.86,824393.12,926192.15",0
C11175,47,女,成都,专业人士,4606343.46,747684.55,1210138.47,454759.24,213000.49,468782.27,9,331280.34,金卡客户,5,存款|理财产品|基金|保险|信托,"4119205.5,4343427.82,5215594.18,4959197.1,5179340.83,5576129.25,5402141.69,5974941.81,6168098.08,6436066.11,6962228.77,7386800.83",0
C11176,26,女,成都,自由职业,1022892.24,121204.03,248567.63,106069.44,27264.38,155734.36,4,56418.91,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"845909.61,834305.37,909247.88,955273.93,987122.69,1037960.99,1092157.2,1157350.51,1239018.21,1147887.63,1348876.99,1288850.63",0
C11177,49,男,成都,企业主,19850768.04,3951291.27,367253.89,2290089.46,409747.16,2570463.3,20,329491.25,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"19799548.29,20342815.64,20777691.29,22678066.26,23552708.79,25881918.99,27240766.12,26131220.39,29395781.61,31019872.4,30457189.39,33874569.34",1
C11178,58,女,北京,高管,2076225.42,386479.62,350856.89,319123.61,241736.01,334570.0,10,56667.15,金卡客户,5,存款|理财产品|基金|保险|信托,"1256981.86,1377124.16,1295252.69,1386917.57,1406023.47,1257529.69,1322624.85,1225138.83,1156243.83,1173204.4,1190482.95,1042839.63",0
C11179,54,女,杭州,退休,768881.09,212805.8,46178.82,17040.49,35895.58,0.0,1,91476.54,银卡客户,5,存款|理财产品|基金|保险|外汇,"695941.31,674089.99,733639.58,603660.86,751085.12,756999.58,694461.28,801492.01,826742.61,749891.4,794787.09,940876.33",0
C11180,42,男,北京,自由职业,7520592.13,2545793.0,1388811.77,1561542.38,914078.22,1401613.93,20,179049.68,白金客户,5,存款|理财产品|基金|保险|信托,"5375729.41,6024522.55,5612245.98,6318805.02,6201962.47,6098297.45,6660972.78,6336392.21,6801889.88,6751468.92,6708507.57,6666351.14",1
C11181,34,女,南京,公务员,2554068.17,926352.47,146005.56,189413.47,40042.73,155583.62,10,373019.02,金卡客户,5,存款|理财产品|基金|保险|信托,"2390873.6,2374732.9,2398460.25,2447959.93,2528422.62,2522724.36,2615509.27,2636296.12,2658939.89,2730588.49,2806264.36,2891502.87",0
